tagName;ts;value_diff;tagValue
chauffage_kWh_3_10;2021-03-23 17:36:27.000;28.03;12158.28
chauffage_kWh_3_10;2021-03-24 17:36:27.000;15.32;12173.6
chauffage_kWh_3_10;2021-03-25 17:36:27.000;28.61;12202.21
chauffage_kWh_3_10;2021-03-26 17:36:27.000;16.9;12219.11
chauffage_kWh_3_10;2021-03-27 17:36:27.000;29.66;12248.77
chauffage_kWh_3_10;2021-03-28 17:36:27.000;24.86;12273.63
chauffage_kWh_3_10;2021-03-29 17:36:27.000;25.66;12299.29
chauffage_kWh_3_10;2021-03-30 17:36:27.000;13.8;12313.09
chauffage_kWh_3_10;2021-03-31 17:36:27.000;20.07;12333.16
eau_froide_m3_3_10;2021-03-17 17:36:27.000;16.29;18390.29
eau_froide_m3_3_10;2021-03-18 17:36:27.000;29.31;18419.6
eau_froide_m3_3_10;2021-03-19 17:36:27.000;21.23;18440.83
eau_froide_m3_3_10;2021-03-20 17:36:27.000;15.88;18456.71
eau_froide_m3_3_10;2021-03-21 17:36:27.000;10.53;18467.24
eau_froide_m3_3_10;2021-03-22 17:36:27.000;20.43;18487.67
eau_froide_m3_3_10;2021-03-23 17:36:27.000;16.99;18504.66
eau_froide_m3_3_10;2021-03-24 17:36:27.000;22.13;18526.79
eau_froide_m3_3_10;2021-03-25 17:36:27.000;21.25;18548.04
eau_froide_m3_3_10;2021-03-26 17:36:27.000;26.02;18574.06
eau_froide_m3_3_10;2021-03-27 17:36:27.000;18.18;18592.24
eau_froide_m3_3_10;2021-03-28 17:36:27.000;12.57;18604.81
eau_froide_m3_3_10;2021-03-29 17:36:27.000;12.85;18617.66
eau_froide_m3_3_10;2021-03-30 17:36:27.000;22.52;18640.18
eau_froide_m3_3_10;2021-03-31 17:36:27.000;10.88;18651.06
ECS_kWh_3_12;2021-03-17 17:36:27.000;10.94;15010.94
ECS_kWh_3_12;2021-03-18 17:36:27.000;12.5;15023.44
ECS_kWh_3_12;2021-03-19 17:36:27.000;17.85;15041.29
ECS_kWh_3_12;2021-03-20 17:36:27.000;13.89;15055.18
ECS_kWh_3_12;2021-03-21 17:36:27.000;15.78;15070.96
ECS_kWh_3_12;2021-03-22 17:36:27.000;29.18;15100.14
ECS_kWh_3_12;2021-03-23 17:36:27.000;19.56;15119.7
ECS_kWh_3_12;2021-03-24 17:36:27.000;27.66;15147.36
ECS_kWh_3_12;2021-03-25 17:36:27.000;10.3;15157.66
ECS_kWh_3_12;2021-03-26 17:36:27.000;23.48;15181.14
ECS_kWh_3_12;2021-03-27 17:36:27.000;12.91;15194.05
ECS_kWh_3_12;2021-03-28 17:36:27.000;27.81;15221.86
ECS_kWh_3_12;2021-03-29 17:36:27.000;17.48;15239.34
ECS_kWh_3_12;2021-03-30 17:36:27.000;12.71;15252.05
ECS_kWh_3_12;2021-03-31 17:36:27.000;23.57;15275.62
chauffage_kWh_3_12;2021-03-17 17:36:27.000;19.39;12019.39
chauffage_kWh_3_12;2021-03-18 17:36:27.000;18.08;12037.47
chauffage_kWh_3_12;2021-03-19 17:36:27.000;24.37;12061.84
chauffage_kWh_3_12;2021-03-20 17:36:27.000;26.57;12088.41
chauffage_kWh_3_12;2021-03-21 17:36:27.000;11.39;12099.8
chauffage_kWh_3_12;2021-03-22 17:36:27.000;12.15;12111.95
chauffage_kWh_3_12;2021-03-23 17:36:27.000;11.45;12123.4
chauffage_kWh_3_12;2021-03-24 17:36:27.000;23.9;12147.3
chauffage_kWh_3_12;2021-03-25 17:36:27.000;13.76;12161.06
chauffage_kWh_3_12;2021-03-26 17:36:27.000;25.54;12186.6
chauffage_kWh_3_12;2021-03-27 17:36:27.000;24.72;12211.32
chauffage_kWh_3_12;2021-03-28 17:36:27.000;29.94;12241.26
chauffage_kWh_3_12;2021-03-29 17:36:27.000;11.34;12252.6
chauffage_kWh_3_12;2021-03-30 17:36:27.000;29.46;12282.06
chauffage_kWh_3_12;2021-03-31 17:36:27.000;27.52;12309.58
eau_froide_m3_3_12;2021-03-17 17:36:27.000;18.5;18392.5
eau_froide_m3_3_12;2021-03-18 17:36:27.000;21.93;18414.43
eau_froide_m3_3_12;2021-03-19 17:36:27.000;18.72;18433.15
eau_froide_m3_3_12;2021-03-20 17:36:27.000;24.83;18457.98
eau_froide_m3_3_12;2021-03-21 17:36:27.000;25.61;18483.59
eau_froide_m3_3_12;2021-03-22 17:36:27.000;27.41;18511
eau_froide_m3_3_12;2021-03-23 17:36:27.000;29.97;18540.97
eau_froide_m3_3_12;2021-03-24 17:36:27.000;19.71;18560.68
eau_froide_m3_3_12;2021-03-25 17:36:27.000;25.43;18586.11
eau_froide_m3_3_12;2021-03-26 17:36:27.000;23.98;18610.09
eau_froide_m3_3_12;2021-03-27 17:36:27.000;26.67;18636.76
eau_froide_m3_3_12;2021-03-28 17:36:27.000;13.43;18650.19
eau_froide_m3_3_12;2021-03-29 17:36:27.000;24.14;18674.33
eau_froide_m3_3_12;2021-03-30 17:36:27.000;23.98;18698.31
eau_froide_m3_3_12;2021-03-31 17:36:27.000;26.46;18724.77
ECS_kWh_3_13;2021-03-17 17:36:27.000;28.61;15028.61
ECS_kWh_3_13;2021-03-18 17:36:27.000;24.1;15052.71
ECS_kWh_3_13;2021-03-19 17:36:27.000;29.95;15082.66
ECS_kWh_3_13;2021-03-20 17:36:27.000;22.08;15104.74
ECS_kWh_3_13;2021-03-21 17:36:27.000;22.67;15127.41
ECS_kWh_3_13;2021-03-22 17:36:27.000;24.54;15151.95
ECS_kWh_3_13;2021-03-23 17:36:27.000;21.52;15173.47
ECS_kWh_3_13;2021-03-24 17:36:27.000;27.5;15200.97
ECS_kWh_3_13;2021-03-25 17:36:27.000;13.75;15214.72
ECS_kWh_3_13;2021-03-26 17:36:27.000;10.01;15224.73
ECS_kWh_3_13;2021-03-27 17:36:27.000;17.68;15242.41
ECS_kWh_3_13;2021-03-28 17:36:27.000;19.46;15261.87
ECS_kWh_3_13;2021-03-29 17:36:27.000;27.65;15289.52
ECS_kWh_3_13;2021-03-30 17:36:27.000;21.32;15310.84
ECS_kWh_3_13;2021-03-31 17:36:27.000;13.06;15323.9
chauffage_kWh_3_13;2021-03-17 17:36:27.000;18.76;12018.76
chauffage_kWh_3_13;2021-03-18 17:36:27.000;12.29;12031.05
chauffage_kWh_3_13;2021-03-19 17:36:27.000;21.76;12052.81
chauffage_kWh_3_13;2021-03-20 17:36:27.000;15.09;12067.9
chauffage_kWh_3_13;2021-03-21 17:36:27.000;24.2;12092.1
chauffage_kWh_3_13;2021-03-22 17:36:27.000;14.54;12106.64
chauffage_kWh_3_13;2021-03-23 17:36:27.000;21.65;12128.29
chauffage_kWh_3_13;2021-03-24 17:36:27.000;20.23;12148.52
chauffage_kWh_3_13;2021-03-25 17:36:27.000;18.53;12167.05
chauffage_kWh_3_13;2021-03-26 17:36:27.000;26.32;12193.37
chauffage_kWh_3_13;2021-03-27 17:36:27.000;23.26;12216.63
chauffage_kWh_3_13;2021-03-28 17:36:27.000;29.81;12246.44
chauffage_kWh_3_13;2021-03-29 17:36:27.000;17.42;12263.86
chauffage_kWh_3_13;2021-03-30 17:36:27.000;17.84;12281.7
chauffage_kWh_3_13;2021-03-31 17:36:27.000;24;12305.7
eau_froide_m3_3_13;2021-03-17 17:36:27.000;27.78;18401.78
eau_froide_m3_3_13;2021-03-18 17:36:27.000;18.45;18420.23
eau_froide_m3_3_13;2021-03-19 17:36:27.000;18.85;18439.08
eau_froide_m3_3_13;2021-03-20 17:36:27.000;13.15;18452.23
eau_froide_m3_3_13;2021-03-21 17:36:27.000;26.52;18478.75
eau_froide_m3_3_13;2021-03-22 17:36:27.000;28.07;18506.82
eau_froide_m3_3_13;2021-03-23 17:36:27.000;14.65;18521.47
eau_froide_m3_3_13;2021-03-24 17:36:27.000;24.85;18546.32
eau_froide_m3_3_13;2021-03-25 17:36:27.000;11.62;18557.94
eau_froide_m3_3_13;2021-03-26 17:36:27.000;28.32;18586.26
eau_froide_m3_3_13;2021-03-27 17:36:27.000;18.6;18604.86
eau_froide_m3_3_13;2021-03-28 17:36:27.000;16.03;18620.89
eau_froide_m3_3_13;2021-03-29 17:36:27.000;29.74;18650.63
eau_froide_m3_3_13;2021-03-30 17:36:27.000;17.9;18668.53
eau_froide_m3_3_13;2021-03-31 17:36:27.000;12.1;18680.63
ECS_kWh_3_14;2021-03-17 17:36:27.000;15.83;15015.83
ECS_kWh_3_14;2021-03-18 17:36:27.000;14.18;15030.01
ECS_kWh_3_14;2021-03-19 17:36:27.000;24.69;15054.7
ECS_kWh_3_14;2021-03-20 17:36:27.000;28.27;15082.97
ECS_kWh_3_14;2021-03-21 17:36:27.000;10.87;15093.84
ECS_kWh_3_14;2021-03-22 17:36:27.000;20.97;15114.81
ECS_kWh_3_14;2021-03-23 17:36:27.000;23.01;15137.82
ECS_kWh_3_14;2021-03-24 17:36:27.000;20.22;15158.04
ECS_kWh_3_14;2021-03-25 17:36:27.000;14.84;15172.88
ECS_kWh_3_14;2021-03-26 17:36:27.000;21.93;15194.81
ECS_kWh_3_14;2021-03-27 17:36:27.000;17.42;15212.23
ECS_kWh_3_14;2021-03-28 17:36:27.000;11.39;15223.62
ECS_kWh_3_14;2021-03-29 17:36:27.000;22.14;15245.76
ECS_kWh_3_14;2021-03-30 17:36:27.000;14.91;15260.67
ECS_kWh_3_14;2021-03-31 17:36:27.000;11.09;15271.76
chauffage_kWh_3_14;2021-03-17 17:36:27.000;28.19;12028.19
chauffage_kWh_3_14;2021-03-18 17:36:27.000;26.79;12054.98
chauffage_kWh_3_14;2021-03-19 17:36:27.000;25.75;12080.73
chauffage_kWh_3_14;2021-03-20 17:36:27.000;15.04;12095.77
chauffage_kWh_3_14;2021-03-21 17:36:27.000;27.04;12122.81
chauffage_kWh_3_14;2021-03-22 17:36:27.000;12.58;12135.39
chauffage_kWh_3_14;2021-03-23 17:36:27.000;29.96;12165.35
chauffage_kWh_3_14;2021-03-24 17:36:27.000;11.22;12176.57
chauffage_kWh_3_14;2021-03-25 17:36:27.000;21.01;12197.58
chauffage_kWh_3_14;2021-03-26 17:36:27.000;16.63;12214.21
chauffage_kWh_3_14;2021-03-27 17:36:27.000;21.94;12236.15
chauffage_kWh_3_14;2021-03-28 17:36:27.000;21.66;12257.81
chauffage_kWh_3_14;2021-03-29 17:36:27.000;19.02;12276.83
chauffage_kWh_3_14;2021-03-30 17:36:27.000;14.13;12290.96
chauffage_kWh_3_14;2021-03-31 17:36:27.000;16.04;12307
eau_froide_m3_3_14;2021-03-17 17:36:27.000;26.96;18400.96
eau_froide_m3_3_14;2021-03-18 17:36:27.000;12.31;18413.27
eau_froide_m3_3_14;2021-03-19 17:36:27.000;16.83;18430.1
eau_froide_m3_3_14;2021-03-20 17:36:27.000;16.67;18446.77
eau_froide_m3_3_14;2021-03-21 17:36:27.000;11.59;18458.36
eau_froide_m3_3_14;2021-03-22 17:36:27.000;10.27;18468.63
eau_froide_m3_3_14;2021-03-23 17:36:27.000;27.8;18496.43
eau_froide_m3_3_14;2021-03-24 17:36:27.000;22.28;18518.71
eau_froide_m3_3_14;2021-03-25 17:36:27.000;24.31;18543.02
eau_froide_m3_3_14;2021-03-26 17:36:27.000;16.45;18559.47
eau_froide_m3_3_14;2021-03-27 17:36:27.000;26.36;18585.83
eau_froide_m3_3_14;2021-03-28 17:36:27.000;19.06;18604.89
eau_froide_m3_3_14;2021-03-29 17:36:27.000;10.36;18615.25
eau_froide_m3_3_14;2021-03-30 17:36:27.000;19.74;18634.99
eau_froide_m3_3_14;2021-03-31 17:36:27.000;22.39;18657.38
ECS_kWh_3_15;2021-03-17 17:36:27.000;29.88;15029.88
ECS_kWh_3_15;2021-03-18 17:36:27.000;28.64;15058.52
ECS_kWh_3_15;2021-03-19 17:36:27.000;17.72;15076.24
ECS_kWh_3_15;2021-03-20 17:36:27.000;29.29;15105.53
ECS_kWh_3_15;2021-03-21 17:36:27.000;23.58;15129.11
ECS_kWh_3_15;2021-03-22 17:36:27.000;19.2;15148.31
ECS_kWh_3_15;2021-03-23 17:36:27.000;28.17;15176.48
ECS_kWh_3_15;2021-03-24 17:36:27.000;22.38;15198.86
ECS_kWh_3_15;2021-03-25 17:36:27.000;18.99;15217.85
ECS_kWh_3_15;2021-03-26 17:36:27.000;13.61;15231.46
ECS_kWh_3_15;2021-03-27 17:36:27.000;19.99;15251.45
ECS_kWh_3_15;2021-03-28 17:36:27.000;18.89;15270.34
ECS_kWh_3_15;2021-03-29 17:36:27.000;14.6;15284.94
ECS_kWh_3_15;2021-03-30 17:36:27.000;16.16;15301.1
ECS_kWh_3_15;2021-03-31 17:36:27.000;23.53;15324.63
chauffage_kWh_3_15;2021-03-17 17:36:27.000;20.96;12020.96
chauffage_kWh_3_15;2021-03-18 17:36:27.000;23.02;12043.98
chauffage_kWh_3_15;2021-03-19 17:36:27.000;15.62;12059.6
chauffage_kWh_3_15;2021-03-20 17:36:27.000;17.17;12076.77
chauffage_kWh_3_15;2021-03-21 17:36:27.000;24.01;12100.78
chauffage_kWh_3_15;2021-03-22 17:36:27.000;27.03;12127.81
chauffage_kWh_3_15;2021-03-23 17:36:27.000;15.59;12143.4
chauffage_kWh_3_15;2021-03-24 17:36:27.000;29.01;12172.41
chauffage_kWh_3_15;2021-03-25 17:36:27.000;14.65;12187.06
chauffage_kWh_3_15;2021-03-26 17:36:27.000;28.6;12215.66
chauffage_kWh_3_15;2021-03-27 17:36:27.000;24.64;12240.3
chauffage_kWh_3_15;2021-03-28 17:36:27.000;18.55;12258.85
chauffage_kWh_3_15;2021-03-29 17:36:27.000;29.21;12288.06
chauffage_kWh_3_15;2021-03-30 17:36:27.000;24.38;12312.44
chauffage_kWh_3_15;2021-03-31 17:36:27.000;15.92;12328.36
eau_froide_m3_3_15;2021-03-17 17:36:27.000;25.34;18399.34
eau_froide_m3_3_15;2021-03-18 17:36:27.000;20.46;18419.8
eau_froide_m3_3_15;2021-03-19 17:36:27.000;28.5;18448.3
eau_froide_m3_3_15;2021-03-20 17:36:27.000;13.81;18462.11
eau_froide_m3_3_15;2021-03-21 17:36:27.000;14.32;18476.43
eau_froide_m3_3_15;2021-03-22 17:36:27.000;18.38;18494.81
eau_froide_m3_3_15;2021-03-23 17:36:27.000;14.96;18509.77
eau_froide_m3_3_15;2021-03-24 17:36:27.000;19.15;18528.92
eau_froide_m3_3_15;2021-03-25 17:36:27.000;13.48;18542.4
eau_froide_m3_3_15;2021-03-26 17:36:27.000;28.87;18571.27
eau_froide_m3_3_15;2021-03-27 17:36:27.000;22.98;18594.25
eau_froide_m3_3_15;2021-03-28 17:36:27.000;22.19;18616.44
eau_froide_m3_3_15;2021-03-29 17:36:27.000;12.57;18629.01
eau_froide_m3_3_15;2021-03-30 17:36:27.000;26.93;18655.94
eau_froide_m3_3_15;2021-03-31 17:36:27.000;14.81;18670.75
ECS_kWh_3_16;2021-03-17 17:36:27.000;10.91;15010.91
ECS_kWh_3_16;2021-03-18 17:36:27.000;18.06;15028.97
ECS_kWh_3_16;2021-03-19 17:36:27.000;18.71;15047.68
ECS_kWh_3_16;2021-03-20 17:36:27.000;26.54;15074.22
ECS_kWh_3_16;2021-03-21 17:36:27.000;22.85;15097.07
ECS_kWh_3_16;2021-03-22 17:36:27.000;28.57;15125.64
ECS_kWh_3_16;2021-03-23 17:36:27.000;23.05;15148.69
ECS_kWh_3_16;2021-03-24 17:36:27.000;23.2;15171.89
ECS_kWh_3_16;2021-03-25 17:36:27.000;14.71;15186.6
ECS_kWh_3_16;2021-03-26 17:36:27.000;28.42;15215.02
ECS_kWh_3_16;2021-03-27 17:36:27.000;21.17;15236.19
ECS_kWh_3_16;2021-03-28 17:36:27.000;20.51;15256.7
ECS_kWh_3_16;2021-03-29 17:36:27.000;24.45;15281.15
ECS_kWh_3_16;2021-03-30 17:36:27.000;17.6;15298.75
ECS_kWh_3_16;2021-03-31 17:36:27.000;13.77;15312.52
chauffage_kWh_3_16;2021-03-17 17:36:27.000;14.18;12014.18
chauffage_kWh_3_16;2021-03-18 17:36:27.000;29.7;12043.88
chauffage_kWh_3_16;2021-03-19 17:36:27.000;21;12064.88
chauffage_kWh_3_16;2021-03-20 17:36:27.000;14.94;12079.82
chauffage_kWh_3_16;2021-03-21 17:36:27.000;10.66;12090.48
chauffage_kWh_3_16;2021-03-22 17:36:27.000;15.62;12106.1
chauffage_kWh_3_16;2021-03-23 17:36:27.000;27.59;12133.69
chauffage_kWh_3_16;2021-03-24 17:36:27.000;15.17;12148.86
chauffage_kWh_3_16;2021-03-25 17:36:27.000;28.24;12177.1
chauffage_kWh_3_16;2021-03-26 17:36:27.000;17.51;12194.61
chauffage_kWh_3_16;2021-03-27 17:36:27.000;21.34;12215.95
chauffage_kWh_3_16;2021-03-28 17:36:27.000;12.4;12228.35
chauffage_kWh_3_16;2021-03-29 17:36:27.000;20.39;12248.74
chauffage_kWh_3_16;2021-03-30 17:36:27.000;14.01;12262.75
chauffage_kWh_3_16;2021-03-31 17:36:27.000;19.2;12281.95
eau_froide_m3_3_16;2021-03-17 17:36:27.000;18.23;18392.23
eau_froide_m3_3_16;2021-03-18 17:36:27.000;10.81;18403.04
eau_froide_m3_3_16;2021-03-19 17:36:27.000;29.07;18432.11
eau_froide_m3_3_16;2021-03-20 17:36:27.000;13.53;18445.64
eau_froide_m3_3_16;2021-03-21 17:36:27.000;13.68;18459.32
eau_froide_m3_3_16;2021-03-22 17:36:27.000;14.01;18473.33
eau_froide_m3_3_16;2021-03-23 17:36:27.000;10.94;18484.27
eau_froide_m3_3_16;2021-03-24 17:36:27.000;11.62;18495.89
eau_froide_m3_3_16;2021-03-25 17:36:27.000;16.53;18512.42
eau_froide_m3_3_16;2021-03-26 17:36:27.000;21.47;18533.89
eau_froide_m3_3_16;2021-03-27 17:36:27.000;19.55;18553.44
eau_froide_m3_3_16;2021-03-28 17:36:27.000;17.68;18571.12
eau_froide_m3_3_16;2021-03-29 17:36:27.000;21.72;18592.84
eau_froide_m3_3_16;2021-03-30 17:36:27.000;23.15;18615.99
eau_froide_m3_3_16;2021-03-31 17:36:27.000;12.61;18628.6
ECS_kWh_3_17;2021-03-17 17:36:27.000;11.71;15011.71
ECS_kWh_3_17;2021-03-18 17:36:27.000;15.71;15027.42
ECS_kWh_3_17;2021-03-19 17:36:27.000;12.53;15039.95
ECS_kWh_3_17;2021-03-20 17:36:27.000;13.09;15053.04
ECS_kWh_3_17;2021-03-21 17:36:27.000;28.32;15081.36
ECS_kWh_3_17;2021-03-22 17:36:27.000;25.84;15107.2
ECS_kWh_3_17;2021-03-23 17:36:27.000;14.3;15121.5
ECS_kWh_3_17;2021-03-24 17:36:27.000;10.24;15131.74
ECS_kWh_3_17;2021-03-25 17:36:27.000;14.58;15146.32
ECS_kWh_3_17;2021-03-26 17:36:27.000;17.73;15164.05
ECS_kWh_3_17;2021-03-27 17:36:27.000;11.06;15175.11
ECS_kWh_3_17;2021-03-28 17:36:27.000;22.53;15197.64
ECS_kWh_3_17;2021-03-29 17:36:27.000;25.7;15223.34
ECS_kWh_3_17;2021-03-30 17:36:27.000;16.26;15239.6
ECS_kWh_3_17;2021-03-31 17:36:27.000;12.21;15251.81
chauffage_kWh_3_17;2021-03-17 17:36:27.000;28.5;12028.5
chauffage_kWh_3_17;2021-03-18 17:36:27.000;17.46;12045.96
chauffage_kWh_3_17;2021-03-19 17:36:27.000;23.33;12069.29
chauffage_kWh_3_17;2021-03-20 17:36:27.000;13.1;12082.39
chauffage_kWh_3_17;2021-03-21 17:36:27.000;22.51;12104.9
chauffage_kWh_3_17;2021-03-22 17:36:27.000;26.93;12131.83
chauffage_kWh_3_17;2021-03-23 17:36:27.000;20.02;12151.85
chauffage_kWh_3_17;2021-03-24 17:36:27.000;11.56;12163.41
chauffage_kWh_3_17;2021-03-25 17:36:27.000;19.29;12182.7
chauffage_kWh_3_17;2021-03-26 17:36:27.000;19.1;12201.8
chauffage_kWh_3_17;2021-03-27 17:36:27.000;12.18;12213.98
chauffage_kWh_3_17;2021-03-28 17:36:27.000;16.23;12230.21
chauffage_kWh_3_17;2021-03-29 17:36:27.000;10.6;12240.81
chauffage_kWh_3_17;2021-03-30 17:36:27.000;28.05;12268.86
chauffage_kWh_3_17;2021-03-31 17:36:27.000;21.77;12290.63
eau_froide_m3_3_17;2021-03-17 17:36:27.000;28.63;18402.63
eau_froide_m3_3_17;2021-03-18 17:36:27.000;14.47;18417.1
eau_froide_m3_3_17;2021-03-19 17:36:27.000;19.64;18436.74
eau_froide_m3_3_17;2021-03-20 17:36:27.000;27.47;18464.21
eau_froide_m3_3_17;2021-03-21 17:36:27.000;29.01;18493.22
eau_froide_m3_3_17;2021-03-22 17:36:27.000;15.36;18508.58
eau_froide_m3_3_17;2021-03-23 17:36:27.000;22.74;18531.32
eau_froide_m3_3_17;2021-03-24 17:36:27.000;11.98;18543.3
eau_froide_m3_3_17;2021-03-25 17:36:27.000;27.77;18571.07
eau_froide_m3_3_17;2021-03-26 17:36:27.000;13.33;18584.4
eau_froide_m3_3_17;2021-03-27 17:36:27.000;23.88;18608.28
eau_froide_m3_3_17;2021-03-28 17:36:27.000;19.8;18628.08
eau_froide_m3_3_17;2021-03-29 17:36:27.000;11.72;18639.8
eau_froide_m3_3_17;2021-03-30 17:36:27.000;13.96;18653.76
eau_froide_m3_3_17;2021-03-31 17:36:27.000;20.49;18674.25
ECS_kWh_3_18;2021-03-17 17:36:27.000;23.81;15023.81
ECS_kWh_3_18;2021-03-18 17:36:27.000;28.89;15052.7
ECS_kWh_3_18;2021-03-19 17:36:27.000;12.45;15065.15
ECS_kWh_3_18;2021-03-20 17:36:27.000;15.84;15080.99
ECS_kWh_3_18;2021-03-21 17:36:27.000;14.31;15095.3
ECS_kWh_3_18;2021-03-22 17:36:27.000;15.97;15111.27
ECS_kWh_3_18;2021-03-23 17:36:27.000;26.3;15137.57
ECS_kWh_3_18;2021-03-24 17:36:27.000;19.87;15157.44
ECS_kWh_3_18;2021-03-25 17:36:27.000;21.76;15179.2
ECS_kWh_3_18;2021-03-26 17:36:27.000;26.38;15205.58
ECS_kWh_3_18;2021-03-27 17:36:27.000;19.81;15225.39
ECS_kWh_3_18;2021-03-28 17:36:27.000;12.08;15237.47
ECS_kWh_3_18;2021-03-29 17:36:27.000;22.49;15259.96
ECS_kWh_3_18;2021-03-30 17:36:27.000;21.42;15281.38
ECS_kWh_3_18;2021-03-31 17:36:27.000;12.08;15293.46
chauffage_kWh_3_18;2021-03-17 17:36:27.000;14.29;12014.29
chauffage_kWh_3_18;2021-03-18 17:36:27.000;29.99;12044.28
chauffage_kWh_3_18;2021-03-19 17:36:27.000;26.65;12070.93
chauffage_kWh_3_18;2021-03-20 17:36:27.000;10.76;12081.69
chauffage_kWh_3_18;2021-03-21 17:36:27.000;21.99;12103.68
chauffage_kWh_3_18;2021-03-22 17:36:27.000;14.68;12118.36
chauffage_kWh_3_18;2021-03-23 17:36:27.000;23.98;12142.34
chauffage_kWh_3_18;2021-03-24 17:36:27.000;16.38;12158.72
chauffage_kWh_3_18;2021-03-25 17:36:27.000;22.37;12181.09
chauffage_kWh_3_18;2021-03-26 17:36:27.000;25.6;12206.69
chauffage_kWh_3_18;2021-03-27 17:36:27.000;16.9;12223.59
chauffage_kWh_3_18;2021-03-28 17:36:27.000;15.47;12239.06
chauffage_kWh_3_18;2021-03-29 17:36:27.000;25.72;12264.78
chauffage_kWh_3_18;2021-03-30 17:36:27.000;20.05;12284.83
chauffage_kWh_3_18;2021-03-31 17:36:27.000;23.24;12308.07
eau_froide_m3_3_18;2021-03-17 17:36:27.000;18.42;18392.42
eau_froide_m3_3_18;2021-03-18 17:36:27.000;19.6;18412.02
eau_froide_m3_3_18;2021-03-19 17:36:27.000;11.09;18423.11
eau_froide_m3_3_18;2021-03-20 17:36:27.000;10.9;18434.01
eau_froide_m3_3_18;2021-03-21 17:36:27.000;25.22;18459.23
eau_froide_m3_3_18;2021-03-22 17:36:27.000;10.63;18469.86
eau_froide_m3_3_18;2021-03-23 17:36:27.000;26.8;18496.66
eau_froide_m3_3_18;2021-03-24 17:36:27.000;18.99;18515.65
eau_froide_m3_3_18;2021-03-25 17:36:27.000;28.74;18544.39
eau_froide_m3_3_18;2021-03-26 17:36:27.000;26.93;18571.32
eau_froide_m3_3_18;2021-03-27 17:36:27.000;15.36;18586.68
eau_froide_m3_3_18;2021-03-28 17:36:27.000;10.17;18596.85
eau_froide_m3_3_18;2021-03-29 17:36:27.000;12.28;18609.13
eau_froide_m3_3_18;2021-03-30 17:36:27.000;29.24;18638.37
eau_froide_m3_3_18;2021-03-31 17:36:27.000;26.84;18665.21
ECS_kWh_3_20;2021-03-17 17:36:27.000;17.38;15017.38
ECS_kWh_3_20;2021-03-18 17:36:27.000;21.95;15039.33
ECS_kWh_3_20;2021-03-19 17:36:27.000;14.03;15053.36
ECS_kWh_3_20;2021-03-20 17:36:27.000;20.96;15074.32
ECS_kWh_3_20;2021-03-21 17:36:27.000;17.16;15091.48
ECS_kWh_3_20;2021-03-22 17:36:27.000;25.28;15116.76
ECS_kWh_3_20;2021-03-23 17:36:27.000;29.39;15146.15
ECS_kWh_3_20;2021-03-24 17:36:27.000;20.69;15166.84
ECS_kWh_3_20;2021-03-25 17:36:27.000;17.04;15183.88
ECS_kWh_3_20;2021-03-26 17:36:27.000;10.57;15194.45
ECS_kWh_3_20;2021-03-27 17:36:27.000;10.55;15205
ECS_kWh_3_20;2021-03-28 17:36:27.000;11.16;15216.16
ECS_kWh_3_20;2021-03-29 17:36:27.000;25.39;15241.55
ECS_kWh_3_20;2021-03-30 17:36:27.000;16.25;15257.8
ECS_kWh_3_20;2021-03-31 17:36:27.000;29.44;15287.24
chauffage_kWh_3_20;2021-03-17 17:36:27.000;18.83;12018.83
chauffage_kWh_3_20;2021-03-18 17:36:27.000;19.89;12038.72
chauffage_kWh_3_20;2021-03-19 17:36:27.000;25.46;12064.18
chauffage_kWh_3_20;2021-03-20 17:36:27.000;20.3;12084.48
chauffage_kWh_3_20;2021-03-21 17:36:27.000;10.15;12094.63
chauffage_kWh_3_20;2021-03-22 17:36:27.000;13.88;12108.51
chauffage_kWh_3_20;2021-03-23 17:36:27.000;22.67;12131.18
chauffage_kWh_3_20;2021-03-24 17:36:27.000;25.01;12156.19
chauffage_kWh_3_20;2021-03-25 17:36:27.000;21.79;12177.98
chauffage_kWh_3_20;2021-03-26 17:36:27.000;21.52;12199.5
chauffage_kWh_3_20;2021-03-27 17:36:27.000;24.17;12223.67
chauffage_kWh_3_20;2021-03-28 17:36:27.000;29.92;12253.59
chauffage_kWh_3_20;2021-03-29 17:36:27.000;18.79;12272.38
chauffage_kWh_3_20;2021-03-30 17:36:27.000;22.4;12294.78
chauffage_kWh_3_20;2021-03-31 17:36:27.000;16.79;12311.57
eau_froide_m3_3_20;2021-03-17 17:36:27.000;17.92;18391.92
eau_froide_m3_3_20;2021-03-18 17:36:27.000;17.03;18408.95
eau_froide_m3_3_20;2021-03-19 17:36:27.000;18.45;18427.4
eau_froide_m3_3_20;2021-03-20 17:36:27.000;19.39;18446.79
eau_froide_m3_3_20;2021-03-21 17:36:27.000;13.58;18460.37
eau_froide_m3_3_20;2021-03-22 17:36:27.000;23.07;18483.44
eau_froide_m3_3_20;2021-03-23 17:36:27.000;22.63;18506.07
eau_froide_m3_3_20;2021-03-24 17:36:27.000;27.76;18533.83
eau_froide_m3_3_20;2021-03-25 17:36:27.000;11.96;18545.79
eau_froide_m3_3_20;2021-03-26 17:36:27.000;19.51;18565.3
eau_froide_m3_3_20;2021-03-27 17:36:27.000;28.12;18593.42
eau_froide_m3_3_20;2021-03-28 17:36:27.000;18.67;18612.09
