tagName;ts;tagValue
eau_froide_m3_3_12;2021-03-25 17:36:27.000;29.97
eau_froide_m3_3_12;2021-03-24 17:36:27.000;19.71
eau_froide_m3_3_12;2021-03-23 17:36:27.000;25.43
eau_froide_m3_3_12;2021-03-22 17:36:27.000;23.98
eau_froide_m3_3_12;2021-03-21 17:36:27.000;26.67
eau_froide_m3_3_12;2021-03-20 17:36:27.000;13.43
eau_froide_m3_3_12;2021-03-19 17:36:27.000;24.14
eau_froide_m3_3_12;2021-03-18 17:36:27.000;23.98
eau_froide_m3_3_12;2021-03-17 17:36:27.000;26.46
ECS_kWh_3_13;2021-03-31 17:36:27.000;28.61
ECS_kWh_3_13;2021-03-30 17:36:27.000;24.1
ECS_kWh_3_13;2021-03-29 17:36:27.000;29.95
ECS_kWh_3_13;2021-03-28 17:36:27.000;22.08
ECS_kWh_3_13;2021-03-27 17:36:27.000;22.67
ECS_kWh_3_13;2021-03-26 17:36:27.000;24.54
ECS_kWh_3_13;2021-03-25 17:36:27.000;21.52
ECS_kWh_3_13;2021-03-24 17:36:27.000;27.5
ECS_kWh_3_13;2021-03-23 17:36:27.000;13.75
ECS_kWh_3_13;2021-03-22 17:36:27.000;10.01
ECS_kWh_3_13;2021-03-21 17:36:27.000;17.68
ECS_kWh_3_13;2021-03-20 17:36:27.000;19.46
ECS_kWh_3_13;2021-03-19 17:36:27.000;27.65
ECS_kWh_3_13;2021-03-18 17:36:27.000;21.32
ECS_kWh_3_13;2021-03-17 17:36:27.000;13.06
chauffage_kWh_3_13;2021-03-31 17:36:27.000;18.76
chauffage_kWh_3_13;2021-03-30 17:36:27.000;12.29
chauffage_kWh_3_13;2021-03-29 17:36:27.000;21.76
chauffage_kWh_3_13;2021-03-28 17:36:27.000;15.09
chauffage_kWh_3_13;2021-03-27 17:36:27.000;24.2
chauffage_kWh_3_13;2021-03-26 17:36:27.000;14.54
chauffage_kWh_3_13;2021-03-25 17:36:27.000;21.65
chauffage_kWh_3_13;2021-03-24 17:36:27.000;20.23
chauffage_kWh_3_13;2021-03-23 17:36:27.000;18.53
chauffage_kWh_3_13;2021-03-22 17:36:27.000;26.32
chauffage_kWh_3_13;2021-03-21 17:36:27.000;23.26
chauffage_kWh_3_13;2021-03-20 17:36:27.000;29.81
chauffage_kWh_3_13;2021-03-19 17:36:27.000;17.42
chauffage_kWh_3_13;2021-03-18 17:36:27.000;17.84
chauffage_kWh_3_13;2021-03-17 17:36:27.000;24.0
eau_froide_m3_3_13;2021-03-31 17:36:27.000;27.78
eau_froide_m3_3_13;2021-03-30 17:36:27.000;18.45
eau_froide_m3_3_13;2021-03-29 17:36:27.000;18.85
eau_froide_m3_3_13;2021-03-28 17:36:27.000;13.15
eau_froide_m3_3_13;2021-03-27 17:36:27.000;26.52
eau_froide_m3_3_13;2021-03-26 17:36:27.000;28.07
eau_froide_m3_3_13;2021-03-25 17:36:27.000;14.65
eau_froide_m3_3_13;2021-03-24 17:36:27.000;24.85
eau_froide_m3_3_13;2021-03-23 17:36:27.000;11.62
eau_froide_m3_3_13;2021-03-22 17:36:27.000;28.32
eau_froide_m3_3_13;2021-03-21 17:36:27.000;18.6
eau_froide_m3_3_13;2021-03-20 17:36:27.000;16.03
eau_froide_m3_3_13;2021-03-19 17:36:27.000;29.74
eau_froide_m3_3_13;2021-03-18 17:36:27.000;17.9
eau_froide_m3_3_13;2021-03-17 17:36:27.000;12.1
ECS_kWh_3_14;2021-03-31 17:36:27.000;15.83
ECS_kWh_3_14;2021-03-30 17:36:27.000;14.18
ECS_kWh_3_14;2021-03-29 17:36:27.000;24.69
ECS_kWh_3_14;2021-03-28 17:36:27.000;28.27
ECS_kWh_3_14;2021-03-27 17:36:27.000;10.87
ECS_kWh_3_14;2021-03-26 17:36:27.000;20.97
ECS_kWh_3_14;2021-03-25 17:36:27.000;23.01
ECS_kWh_3_14;2021-03-24 17:36:27.000;20.22
ECS_kWh_3_14;2021-03-23 17:36:27.000;14.84
ECS_kWh_3_14;2021-03-22 17:36:27.000;21.93
ECS_kWh_3_14;2021-03-21 17:36:27.000;17.42
ECS_kWh_3_14;2021-03-20 17:36:27.000;11.39
ECS_kWh_3_14;2021-03-19 17:36:27.000;22.14
ECS_kWh_3_14;2021-03-18 17:36:27.000;14.91
ECS_kWh_3_14;2021-03-17 17:36:27.000;11.09
chauffage_kWh_3_14;2021-03-31 17:36:27.000;28.19
chauffage_kWh_3_14;2021-03-30 17:36:27.000;26.79
chauffage_kWh_3_14;2021-03-29 17:36:27.000;25.75
chauffage_kWh_3_14;2021-03-28 17:36:27.000;15.04
chauffage_kWh_3_14;2021-03-27 17:36:27.000;27.04
chauffage_kWh_3_14;2021-03-26 17:36:27.000;12.58
chauffage_kWh_3_14;2021-03-25 17:36:27.000;29.96
chauffage_kWh_3_14;2021-03-24 17:36:27.000;11.22
chauffage_kWh_3_14;2021-03-23 17:36:27.000;21.01
chauffage_kWh_3_14;2021-03-22 17:36:27.000;16.63
chauffage_kWh_3_14;2021-03-21 17:36:27.000;21.94
chauffage_kWh_3_14;2021-03-20 17:36:27.000;21.66
chauffage_kWh_3_14;2021-03-19 17:36:27.000;19.02
chauffage_kWh_3_14;2021-03-18 17:36:27.000;14.13
chauffage_kWh_3_14;2021-03-17 17:36:27.000;16.04
eau_froide_m3_3_14;2021-03-31 17:36:27.000;26.96
eau_froide_m3_3_14;2021-03-30 17:36:27.000;12.31
eau_froide_m3_3_14;2021-03-29 17:36:27.000;16.83
eau_froide_m3_3_14;2021-03-28 17:36:27.000;16.67
eau_froide_m3_3_14;2021-03-27 17:36:27.000;11.59
eau_froide_m3_3_14;2021-03-26 17:36:27.000;10.27
eau_froide_m3_3_14;2021-03-25 17:36:27.000;27.8
eau_froide_m3_3_14;2021-03-24 17:36:27.000;22.28
eau_froide_m3_3_14;2021-03-23 17:36:27.000;24.31
eau_froide_m3_3_14;2021-03-22 17:36:27.000;16.45
eau_froide_m3_3_14;2021-03-21 17:36:27.000;26.36
eau_froide_m3_3_14;2021-03-20 17:36:27.000;19.06
eau_froide_m3_3_14;2021-03-19 17:36:27.000;10.36
eau_froide_m3_3_14;2021-03-18 17:36:27.000;19.74
eau_froide_m3_3_14;2021-03-17 17:36:27.000;22.39
ECS_kWh_3_15;2021-03-31 17:36:27.000;29.88
ECS_kWh_3_15;2021-03-30 17:36:27.000;28.64
ECS_kWh_3_15;2021-03-29 17:36:27.000;17.72
ECS_kWh_3_15;2021-03-28 17:36:27.000;29.29
ECS_kWh_3_15;2021-03-27 17:36:27.000;23.58
ECS_kWh_3_15;2021-03-26 17:36:27.000;19.2
ECS_kWh_3_15;2021-03-25 17:36:27.000;28.17
ECS_kWh_3_15;2021-03-24 17:36:27.000;22.38
ECS_kWh_3_15;2021-03-23 17:36:27.000;18.99
ECS_kWh_3_15;2021-03-22 17:36:27.000;13.61
ECS_kWh_3_15;2021-03-21 17:36:27.000;19.99
ECS_kWh_3_15;2021-03-20 17:36:27.000;18.89
ECS_kWh_3_15;2021-03-19 17:36:27.000;14.6
ECS_kWh_3_15;2021-03-18 17:36:27.000;16.16
ECS_kWh_3_15;2021-03-17 17:36:27.000;23.53
chauffage_kWh_3_15;2021-03-31 17:36:27.000;20.96
chauffage_kWh_3_15;2021-03-30 17:36:27.000;23.02
chauffage_kWh_3_15;2021-03-29 17:36:27.000;15.62
chauffage_kWh_3_15;2021-03-28 17:36:27.000;17.17
chauffage_kWh_3_15;2021-03-27 17:36:27.000;24.01
chauffage_kWh_3_15;2021-03-26 17:36:27.000;27.03
chauffage_kWh_3_15;2021-03-25 17:36:27.000;15.59
chauffage_kWh_3_15;2021-03-24 17:36:27.000;29.01
chauffage_kWh_3_15;2021-03-23 17:36:27.000;14.65
chauffage_kWh_3_15;2021-03-22 17:36:27.000;28.6
chauffage_kWh_3_15;2021-03-21 17:36:27.000;24.64
chauffage_kWh_3_15;2021-03-20 17:36:27.000;18.55
chauffage_kWh_3_15;2021-03-19 17:36:27.000;29.21
chauffage_kWh_3_15;2021-03-18 17:36:27.000;24.38
chauffage_kWh_3_15;2021-03-17 17:36:27.000;15.92
eau_froide_m3_3_15;2021-03-31 17:36:27.000;25.34
eau_froide_m3_3_15;2021-03-30 17:36:27.000;20.46
eau_froide_m3_3_15;2021-03-29 17:36:27.000;28.5
eau_froide_m3_3_15;2021-03-28 17:36:27.000;13.81
eau_froide_m3_3_15;2021-03-27 17:36:27.000;14.32
eau_froide_m3_3_15;2021-03-26 17:36:27.000;18.38
eau_froide_m3_3_15;2021-03-25 17:36:27.000;14.96
eau_froide_m3_3_15;2021-03-24 17:36:27.000;19.15
eau_froide_m3_3_15;2021-03-23 17:36:27.000;13.48
eau_froide_m3_3_15;2021-03-22 17:36:27.000;28.87
eau_froide_m3_3_15;2021-03-21 17:36:27.000;22.98
eau_froide_m3_3_15;2021-03-20 17:36:27.000;22.19
eau_froide_m3_3_15;2021-03-19 17:36:27.000;12.57
eau_froide_m3_3_15;2021-03-18 17:36:27.000;26.93
eau_froide_m3_3_15;2021-03-17 17:36:27.000;14.81
ECS_kWh_3_16;2021-03-31 17:36:27.000;10.91
ECS_kWh_3_16;2021-03-30 17:36:27.000;18.06
ECS_kWh_3_16;2021-03-29 17:36:27.000;18.71
ECS_kWh_3_16;2021-03-28 17:36:27.000;26.54
ECS_kWh_3_16;2021-03-27 17:36:27.000;22.85
ECS_kWh_3_16;2021-03-26 17:36:27.000;28.57
ECS_kWh_3_16;2021-03-25 17:36:27.000;23.05
ECS_kWh_3_16;2021-03-24 17:36:27.000;23.2
ECS_kWh_3_16;2021-03-23 17:36:27.000;14.71
ECS_kWh_3_16;2021-03-22 17:36:27.000;28.42
ECS_kWh_3_16;2021-03-21 17:36:27.000;21.17
ECS_kWh_3_16;2021-03-20 17:36:27.000;20.51
ECS_kWh_3_16;2021-03-19 17:36:27.000;24.45
ECS_kWh_3_16;2021-03-18 17:36:27.000;17.6
ECS_kWh_3_16;2021-03-17 17:36:27.000;13.77
chauffage_kWh_3_16;2021-03-31 17:36:27.000;14.18
chauffage_kWh_3_16;2021-03-30 17:36:27.000;29.7
chauffage_kWh_3_16;2021-03-29 17:36:27.000;21.0
chauffage_kWh_3_16;2021-03-28 17:36:27.000;14.94
chauffage_kWh_3_16;2021-03-27 17:36:27.000;10.66
chauffage_kWh_3_16;2021-03-26 17:36:27.000;15.62
chauffage_kWh_3_16;2021-03-25 17:36:27.000;27.59
chauffage_kWh_3_16;2021-03-24 17:36:27.000;15.17
chauffage_kWh_3_16;2021-03-23 17:36:27.000;28.24
chauffage_kWh_3_16;2021-03-22 17:36:27.000;17.51
chauffage_kWh_3_16;2021-03-21 17:36:27.000;21.34
chauffage_kWh_3_16;2021-03-20 17:36:27.000;12.4
chauffage_kWh_3_16;2021-03-19 17:36:27.000;20.39
chauffage_kWh_3_16;2021-03-18 17:36:27.000;14.01
chauffage_kWh_3_16;2021-03-17 17:36:27.000;19.2
eau_froide_m3_3_16;2021-03-31 17:36:27.000;18.23
eau_froide_m3_3_16;2021-03-30 17:36:27.000;10.81
eau_froide_m3_3_16;2021-03-29 17:36:27.000;29.07
eau_froide_m3_3_16;2021-03-28 17:36:27.000;13.53
eau_froide_m3_3_16;2021-03-27 17:36:27.000;13.68
eau_froide_m3_3_16;2021-03-26 17:36:27.000;14.01
eau_froide_m3_3_16;2021-03-25 17:36:27.000;10.94
eau_froide_m3_3_16;2021-03-24 17:36:27.000;11.62
eau_froide_m3_3_16;2021-03-23 17:36:27.000;16.53
eau_froide_m3_3_16;2021-03-22 17:36:27.000;21.47
eau_froide_m3_3_16;2021-03-21 17:36:27.000;19.55
eau_froide_m3_3_16;2021-03-20 17:36:27.000;17.68
eau_froide_m3_3_16;2021-03-19 17:36:27.000;21.72
eau_froide_m3_3_16;2021-03-18 17:36:27.000;23.15
eau_froide_m3_3_16;2021-03-17 17:36:27.000;12.61
ECS_kWh_3_17;2021-03-31 17:36:27.000;11.71
ECS_kWh_3_17;2021-03-30 17:36:27.000;15.71
ECS_kWh_3_17;2021-03-29 17:36:27.000;12.53
ECS_kWh_3_17;2021-03-28 17:36:27.000;13.09
ECS_kWh_3_17;2021-03-27 17:36:27.000;28.32
ECS_kWh_3_17;2021-03-26 17:36:27.000;25.84
ECS_kWh_3_17;2021-03-25 17:36:27.000;14.3
ECS_kWh_3_17;2021-03-24 17:36:27.000;10.24
ECS_kWh_3_17;2021-03-23 17:36:27.000;14.58
ECS_kWh_3_17;2021-03-22 17:36:27.000;17.73
ECS_kWh_3_17;2021-03-21 17:36:27.000;11.06
ECS_kWh_3_17;2021-03-20 17:36:27.000;22.53
ECS_kWh_3_17;2021-03-19 17:36:27.000;25.7
ECS_kWh_3_17;2021-03-18 17:36:27.000;16.26
ECS_kWh_3_17;2021-03-17 17:36:27.000;12.21
chauffage_kWh_3_17;2021-03-31 17:36:27.000;28.5
chauffage_kWh_3_17;2021-03-30 17:36:27.000;17.46
chauffage_kWh_3_17;2021-03-29 17:36:27.000;23.33
chauffage_kWh_3_17;2021-03-28 17:36:27.000;13.1
chauffage_kWh_3_17;2021-03-27 17:36:27.000;22.51
chauffage_kWh_3_17;2021-03-26 17:36:27.000;26.93
chauffage_kWh_3_17;2021-03-25 17:36:27.000;20.02
chauffage_kWh_3_17;2021-03-24 17:36:27.000;11.56
chauffage_kWh_3_17;2021-03-23 17:36:27.000;19.29
chauffage_kWh_3_17;2021-03-22 17:36:27.000;19.1
chauffage_kWh_3_17;2021-03-21 17:36:27.000;12.18
chauffage_kWh_3_17;2021-03-20 17:36:27.000;16.23
chauffage_kWh_3_17;2021-03-19 17:36:27.000;10.6
chauffage_kWh_3_17;2021-03-18 17:36:27.000;28.05
chauffage_kWh_3_17;2021-03-17 17:36:27.000;21.77
eau_froide_m3_3_17;2021-03-31 17:36:27.000;28.63
eau_froide_m3_3_17;2021-03-30 17:36:27.000;14.47
eau_froide_m3_3_17;2021-03-29 17:36:27.000;19.64
eau_froide_m3_3_17;2021-03-28 17:36:27.000;27.47
eau_froide_m3_3_17;2021-03-27 17:36:27.000;29.01
eau_froide_m3_3_17;2021-03-26 17:36:27.000;15.36
eau_froide_m3_3_17;2021-03-25 17:36:27.000;22.74
eau_froide_m3_3_17;2021-03-24 17:36:27.000;11.98
eau_froide_m3_3_17;2021-03-23 17:36:27.000;27.77
eau_froide_m3_3_17;2021-03-22 17:36:27.000;13.33
eau_froide_m3_3_17;2021-03-21 17:36:27.000;23.88
eau_froide_m3_3_17;2021-03-20 17:36:27.000;19.8
eau_froide_m3_3_17;2021-03-19 17:36:27.000;11.72
eau_froide_m3_3_17;2021-03-18 17:36:27.000;13.96
eau_froide_m3_3_17;2021-03-17 17:36:27.000;20.49
ECS_kWh_3_18;2021-03-31 17:36:27.000;23.81
ECS_kWh_3_18;2021-03-30 17:36:27.000;28.89
ECS_kWh_3_18;2021-03-29 17:36:27.000;12.45
ECS_kWh_3_18;2021-03-28 17:36:27.000;15.84
ECS_kWh_3_18;2021-03-27 17:36:27.000;14.31
ECS_kWh_3_18;2021-03-26 17:36:27.000;15.97
ECS_kWh_3_18;2021-03-25 17:36:27.000;26.3
ECS_kWh_3_18;2021-03-24 17:36:27.000;19.87
ECS_kWh_3_18;2021-03-23 17:36:27.000;21.76
ECS_kWh_3_18;2021-03-22 17:36:27.000;26.38
ECS_kWh_3_18;2021-03-21 17:36:27.000;19.81
ECS_kWh_3_18;2021-03-20 17:36:27.000;12.08
ECS_kWh_3_18;2021-03-19 17:36:27.000;22.49
ECS_kWh_3_18;2021-03-18 17:36:27.000;21.42
ECS_kWh_3_18;2021-03-17 17:36:27.000;12.08
chauffage_kWh_3_18;2021-03-31 17:36:27.000;14.29
chauffage_kWh_3_18;2021-03-30 17:36:27.000;29.99
chauffage_kWh_3_18;2021-03-29 17:36:27.000;26.65
chauffage_kWh_3_18;2021-03-28 17:36:27.000;10.76
chauffage_kWh_3_18;2021-03-27 17:36:27.000;21.99
chauffage_kWh_3_18;2021-03-26 17:36:27.000;14.68
chauffage_kWh_3_18;2021-03-25 17:36:27.000;23.98
chauffage_kWh_3_18;2021-03-24 17:36:27.000;16.38
chauffage_kWh_3_18;2021-03-23 17:36:27.000;22.37
chauffage_kWh_3_18;2021-03-22 17:36:27.000;25.6
chauffage_kWh_3_18;2021-03-21 17:36:27.000;16.9
chauffage_kWh_3_18;2021-03-20 17:36:27.000;15.47
chauffage_kWh_3_18;2021-03-19 17:36:27.000;25.72
chauffage_kWh_3_18;2021-03-18 17:36:27.000;20.05
chauffage_kWh_3_18;2021-03-17 17:36:27.000;23.24
eau_froide_m3_3_18;2021-03-31 17:36:27.000;18.42
eau_froide_m3_3_18;2021-03-30 17:36:27.000;19.6
eau_froide_m3_3_18;2021-03-29 17:36:27.000;11.09
eau_froide_m3_3_18;2021-03-28 17:36:27.000;10.9
eau_froide_m3_3_18;2021-03-27 17:36:27.000;25.22
eau_froide_m3_3_18;2021-03-26 17:36:27.000;10.63
eau_froide_m3_3_18;2021-03-25 17:36:27.000;26.8
eau_froide_m3_3_18;2021-03-24 17:36:27.000;18.99
eau_froide_m3_3_18;2021-03-23 17:36:27.000;28.74
eau_froide_m3_3_18;2021-03-22 17:36:27.000;26.93
eau_froide_m3_3_18;2021-03-21 17:36:27.000;15.36
eau_froide_m3_3_18;2021-03-20 17:36:27.000;10.17
eau_froide_m3_3_18;2021-03-19 17:36:27.000;12.28
eau_froide_m3_3_18;2021-03-18 17:36:27.000;29.24
eau_froide_m3_3_18;2021-03-17 17:36:27.000;26.84
ECS_kWh_3_20;2021-03-31 17:36:27.000;17.38
ECS_kWh_3_20;2021-03-30 17:36:27.000;21.95
ECS_kWh_3_20;2021-03-29 17:36:27.000;14.03
ECS_kWh_3_20;2021-03-28 17:36:27.000;20.96
ECS_kWh_3_20;2021-03-27 17:36:27.000;17.16
ECS_kWh_3_20;2021-03-26 17:36:27.000;25.28
ECS_kWh_3_20;2021-03-25 17:36:27.000;29.39
ECS_kWh_3_20;2021-03-24 17:36:27.000;20.69
ECS_kWh_3_20;2021-03-23 17:36:27.000;17.04
ECS_kWh_3_20;2021-03-22 17:36:27.000;10.57
ECS_kWh_3_20;2021-03-21 17:36:27.000;10.55
ECS_kWh_3_20;2021-03-20 17:36:27.000;11.16
ECS_kWh_3_20;2021-03-19 17:36:27.000;25.39
ECS_kWh_3_20;2021-03-18 17:36:27.000;16.25
ECS_kWh_3_20;2021-03-17 17:36:27.000;29.44
chauffage_kWh_3_20;2021-03-31 17:36:27.000;18.83
chauffage_kWh_3_20;2021-03-30 17:36:27.000;19.89
chauffage_kWh_3_20;2021-03-29 17:36:27.000;25.46
chauffage_kWh_3_20;2021-03-28 17:36:27.000;20.3
chauffage_kWh_3_20;2021-03-27 17:36:27.000;10.15
chauffage_kWh_3_20;2021-03-26 17:36:27.000;13.88
chauffage_kWh_3_20;2021-03-25 17:36:27.000;22.67
chauffage_kWh_3_20;2021-03-24 17:36:27.000;25.01
chauffage_kWh_3_20;2021-03-23 17:36:27.000;21.79
chauffage_kWh_3_20;2021-03-22 17:36:27.000;21.52
chauffage_kWh_3_20;2021-03-21 17:36:27.000;24.17
chauffage_kWh_3_20;2021-03-20 17:36:27.000;29.92
chauffage_kWh_3_20;2021-03-19 17:36:27.000;18.79
chauffage_kWh_3_20;2021-03-18 17:36:27.000;22.4
chauffage_kWh_3_20;2021-03-17 17:36:27.000;16.79
eau_froide_m3_3_20;2021-03-31 17:36:27.000;17.92
eau_froide_m3_3_20;2021-03-30 17:36:27.000;17.03
eau_froide_m3_3_20;2021-03-29 17:36:27.000;18.45
eau_froide_m3_3_20;2021-03-28 17:36:27.000;19.39
eau_froide_m3_3_20;2021-03-27 17:36:27.000;13.58
eau_froide_m3_3_20;2021-03-26 17:36:27.000;23.07
eau_froide_m3_3_20;2021-03-25 17:36:27.000;22.63
eau_froide_m3_3_20;2021-03-24 17:36:27.000;27.76
eau_froide_m3_3_20;2021-03-23 17:36:27.000;11.96
eau_froide_m3_3_20;2021-03-22 17:36:27.000;19.51
eau_froide_m3_3_20;2021-03-21 17:36:27.000;28.12
eau_froide_m3_3_20;2021-03-20 17:36:27.000;18.67
eau_froide_m3_3_20;2021-03-19 17:36:27.000;26.14
eau_froide_m3_3_20;2021-03-18 17:36:27.000;22.38
eau_froide_m3_3_20;2021-03-17 17:36:27.000;22.88
ECS_kWh_3_22;2021-03-31 17:36:27.000;12.22
ECS_kWh_3_22;2021-03-30 17:36:27.000;17.9
ECS_kWh_3_22;2021-03-29 17:36:27.000;15.53
ECS_kWh_3_22;2021-03-28 17:36:27.000;13.67
ECS_kWh_3_22;2021-03-27 17:36:27.000;26.89
ECS_kWh_3_22;2021-03-26 17:36:27.000;26.26
ECS_kWh_3_22;2021-03-25 17:36:27.000;24.59
ECS_kWh_3_22;2021-03-24 17:36:27.000;18.28
ECS_kWh_3_22;2021-03-23 17:36:27.000;13.51
ECS_kWh_3_22;2021-03-22 17:36:27.000;21.37
ECS_kWh_3_22;2021-03-21 17:36:27.000;11.12
ECS_kWh_3_22;2021-03-20 17:36:27.000;23.63
ECS_kWh_3_22;2021-03-19 17:36:27.000;14.86
ECS_kWh_3_22;2021-03-18 17:36:27.000;16.21
ECS_kWh_3_22;2021-03-17 17:36:27.000;23.7
chauffage_kWh_3_22;2021-03-31 17:36:27.000;13.27
chauffage_kWh_3_22;2021-03-30 17:36:27.000;15.4
chauffage_kWh_3_22;2021-03-29 17:36:27.000;13.29
chauffage_kWh_3_22;2021-03-28 17:36:27.000;24.2
chauffage_kWh_3_22;2021-03-27 17:36:27.000;16.88
chauffage_kWh_3_22;2021-03-26 17:36:27.000;29.91
chauffage_kWh_3_22;2021-03-25 17:36:27.000;23.8
chauffage_kWh_3_22;2021-03-24 17:36:27.000;26.19
chauffage_kWh_3_22;2021-03-23 17:36:27.000;22.64
chauffage_kWh_3_22;2021-03-22 17:36:27.000;11.11
chauffage_kWh_3_22;2021-03-21 17:36:27.000;23.54
chauffage_kWh_3_22;2021-03-20 17:36:27.000;18.24
chauffage_kWh_3_22;2021-03-19 17:36:27.000;25.92
chauffage_kWh_3_22;2021-03-18 17:36:27.000;27.07
chauffage_kWh_3_22;2021-03-17 17:36:27.000;21.43
eau_froide_m3_3_22;2021-03-31 17:36:27.000;29.57
eau_froide_m3_3_22;2021-03-30 17:36:27.000;19.92
eau_froide_m3_3_22;2021-03-29 17:36:27.000;10.35
eau_froide_m3_3_22;2021-03-28 17:36:27.000;15.08
eau_froide_m3_3_22;2021-03-27 17:36:27.000;10.33
eau_froide_m3_3_22;2021-03-26 17:36:27.000;15.96
eau_froide_m3_3_22;2021-03-25 17:36:27.000;25.73
eau_froide_m3_3_22;2021-03-24 17:36:27.000;14.53
eau_froide_m3_3_22;2021-03-23 17:36:27.000;19.19
eau_froide_m3_3_22;2021-03-22 17:36:27.000;20.98
eau_froide_m3_3_22;2021-03-21 17:36:27.000;21.56
eau_froide_m3_3_22;2021-03-20 17:36:27.000;21.4
eau_froide_m3_3_22;2021-03-19 17:36:27.000;14.47
eau_froide_m3_3_22;2021-03-18 17:36:27.000;29.94
eau_froide_m3_3_22;2021-03-17 17:36:27.000;20.2
ECS_kWh_3_23;2021-03-31 17:36:27.000;28.94
ECS_kWh_3_23;2021-03-30 17:36:27.000;21.44
ECS_kWh_3_23;2021-03-29 17:36:27.000;25.57
ECS_kWh_3_23;2021-03-28 17:36:27.000;27.3
ECS_kWh_3_23;2021-03-27 17:36:27.000;14.82
ECS_kWh_3_23;2021-03-26 17:36:27.000;27.95
ECS_kWh_3_23;2021-03-25 17:36:27.000;27.35
ECS_kWh_3_23;2021-03-24 17:36:27.000;12.12
ECS_kWh_3_23;2021-03-23 17:36:27.000;20.76
ECS_kWh_3_23;2021-03-22 17:36:27.000;12.91
ECS_kWh_3_23;2021-03-21 17:36:27.000;14.18
ECS_kWh_3_23;2021-03-20 17:36:27.000;13.28
ECS_kWh_3_23;2021-03-19 17:36:27.000;27.72
ECS_kWh_3_23;2021-03-18 17:36:27.000;19.76
ECS_kWh_3_23;2021-03-17 17:36:27.000;10.44
chauffage_kWh_3_23;2021-03-31 17:36:27.000;27.11
chauffage_kWh_3_23;2021-03-30 17:36:27.000;26.89
chauffage_kWh_3_23;2021-03-29 17:36:27.000;17.63
chauffage_kWh_3_23;2021-03-28 17:36:27.000;17.03
chauffage_kWh_3_23;2021-03-27 17:36:27.000;19.28
chauffage_kWh_3_23;2021-03-26 17:36:27.000;28.57
chauffage_kWh_3_23;2021-03-25 17:36:27.000;26.68
chauffage_kWh_3_23;2021-03-24 17:36:27.000;17.16
chauffage_kWh_3_23;2021-03-23 17:36:27.000;21.21
chauffage_kWh_3_23;2021-03-22 17:36:27.000;26.68
chauffage_kWh_3_23;2021-03-21 17:36:27.000;20.94
chauffage_kWh_3_23;2021-03-20 17:36:27.000;25.93
chauffage_kWh_3_23;2021-03-19 17:36:27.000;28.99
chauffage_kWh_3_23;2021-03-18 17:36:27.000;25.63
chauffage_kWh_3_23;2021-03-17 17:36:27.000;20.07
eau_froide_m3_3_23;2021-03-31 17:36:27.000;21.01
eau_froide_m3_3_23;2021-03-30 17:36:27.000;16.12
eau_froide_m3_3_23;2021-03-29 17:36:27.000;27.54
eau_froide_m3_3_23;2021-03-28 17:36:27.000;15.78
eau_froide_m3_3_23;2021-03-27 17:36:27.000;28.09
eau_froide_m3_3_23;2021-03-26 17:36:27.000;26.5
eau_froide_m3_3_23;2021-03-25 17:36:27.000;12.37
eau_froide_m3_3_23;2021-03-24 17:36:27.000;15.58
eau_froide_m3_3_23;2021-03-23 17:36:27.000;17.9
eau_froide_m3_3_23;2021-03-22 17:36:27.000;20.17
eau_froide_m3_3_23;2021-03-21 17:36:27.000;19.76
eau_froide_m3_3_23;2021-03-20 17:36:27.000;19.14
eau_froide_m3_3_23;2021-03-19 17:36:27.000;20.86
eau_froide_m3_3_23;2021-03-18 17:36:27.000;10.83
eau_froide_m3_3_23;2021-03-17 17:36:27.000;25.47
ECS_kWh_3_24;2021-03-31 17:36:27.000;15.84
ECS_kWh_3_24;2021-03-30 17:36:27.000;19.19
ECS_kWh_3_24;2021-03-29 17:36:27.000;10.61
ECS_kWh_3_24;2021-03-28 17:36:27.000;18.81
ECS_kWh_3_24;2021-03-27 17:36:27.000;18.27
ECS_kWh_3_24;2021-03-26 17:36:27.000;24.18
ECS_kWh_3_24;2021-03-25 17:36:27.000;28.28
ECS_kWh_3_24;2021-03-24 17:36:27.000;23.8
ECS_kWh_3_24;2021-03-23 17:36:27.000;13.46
ECS_kWh_3_24;2021-03-22 17:36:27.000;20.87
ECS_kWh_3_24;2021-03-21 17:36:27.000;28.48
ECS_kWh_3_24;2021-03-20 17:36:27.000;16.27
ECS_kWh_3_24;2021-03-19 17:36:27.000;28.88
ECS_kWh_3_24;2021-03-18 17:36:27.000;18.78
ECS_kWh_3_24;2021-03-17 17:36:27.000;22.28
chauffage_kWh_3_24;2021-03-31 17:36:27.000;10.5
chauffage_kWh_3_24;2021-03-30 17:36:27.000;16.16
chauffage_kWh_3_24;2021-03-29 17:36:27.000;18.93
chauffage_kWh_3_24;2021-03-28 17:36:27.000;23.45
chauffage_kWh_3_24;2021-03-27 17:36:27.000;29.61
chauffage_kWh_3_24;2021-03-26 17:36:27.000;13.85
chauffage_kWh_3_24;2021-03-25 17:36:27.000;28.61
chauffage_kWh_3_24;2021-03-24 17:36:27.000;19.19
chauffage_kWh_3_24;2021-03-23 17:36:27.000;17.56
chauffage_kWh_3_24;2021-03-22 17:36:27.000;20.7
chauffage_kWh_3_24;2021-03-21 17:36:27.000;28.18
chauffage_kWh_3_24;2021-03-20 17:36:27.000;29.11
