tagName;ts;value_diff;tagValue;week
chauffage_kWh_3_10;2021-03-23 17:36:27;28.03;12158.28;13
chauffage_kWh_3_10;2021-03-24 17:36:27;15.32;12173.6;13
chauffage_kWh_3_10;2021-03-25 17:36:27;28.61;12202.21;13
chauffage_kWh_3_10;2021-03-26 17:36:27;16.9;12219.11;13
chauffage_kWh_3_10;2021-03-27 17:36:27;29.66;12248.77;13
chauffage_kWh_3_10;2021-03-28 17:36:27;24.86;12273.63;14
chauffage_kWh_3_10;2021-03-29 17:36:27;25.66;12299.29;14
chauffage_kWh_3_10;2021-03-30 17:36:27;13.8;12313.09;14
chauffage_kWh_3_10;2021-03-31 17:36:27;20.07;12333.16;14
eau_froide_m3_3_10;2021-03-17 17:36:27;16.29;18390.29;12
eau_froide_m3_3_10;2021-03-18 17:36:27;29.31;18419.6;12
eau_froide_m3_3_10;2021-03-19 17:36:27;21.23;18440.83;12
eau_froide_m3_3_10;2021-03-20 17:36:27;15.88;18456.71;12
eau_froide_m3_3_10;2021-03-21 17:36:27;10.53;18467.24;13
eau_froide_m3_3_10;2021-03-22 17:36:27;20.43;18487.67;13
eau_froide_m3_3_10;2021-03-23 17:36:27;16.99;18504.66;13
eau_froide_m3_3_10;2021-03-24 17:36:27;22.13;18526.79;13
eau_froide_m3_3_10;2021-03-25 17:36:27;21.25;18548.04;13
eau_froide_m3_3_10;2021-03-26 17:36:27;26.02;18574.06;13
eau_froide_m3_3_10;2021-03-27 17:36:27;18.18;18592.24;13
eau_froide_m3_3_10;2021-03-28 17:36:27;12.57;18604.81;14
eau_froide_m3_3_10;2021-03-29 17:36:27;12.85;18617.66;14
eau_froide_m3_3_10;2021-03-30 17:36:27;22.52;18640.18;14
eau_froide_m3_3_10;2021-03-31 17:36:27;10.88;18651.06;14
ECS_kWh_3_12;2021-03-17 17:36:27;10.94;15010.94;12
ECS_kWh_3_12;2021-03-18 17:36:27;12.5;15023.44;12
ECS_kWh_3_12;2021-03-19 17:36:27;17.85;15041.29;12
ECS_kWh_3_12;2021-03-20 17:36:27;13.89;15055.18;12
ECS_kWh_3_12;2021-03-21 17:36:27;15.78;15070.96;13
ECS_kWh_3_12;2021-03-22 17:36:27;29.18;15100.14;13
ECS_kWh_3_12;2021-03-23 17:36:27;19.56;15119.7;13
ECS_kWh_3_12;2021-03-24 17:36:27;27.66;15147.36;13
ECS_kWh_3_12;2021-03-25 17:36:27;10.3;15157.66;13
ECS_kWh_3_12;2021-03-26 17:36:27;23.48;15181.14;13
ECS_kWh_3_12;2021-03-27 17:36:27;12.91;15194.05;13
ECS_kWh_3_12;2021-03-28 17:36:27;27.81;15221.86;14
ECS_kWh_3_12;2021-03-29 17:36:27;17.48;15239.34;14
ECS_kWh_3_12;2021-03-30 17:36:27;12.71;15252.05;14
ECS_kWh_3_12;2021-03-31 17:36:27;23.57;15275.62;14
chauffage_kWh_3_12;2021-03-17 17:36:27;19.39;12019.39;12
chauffage_kWh_3_12;2021-03-18 17:36:27;18.08;12037.47;12
chauffage_kWh_3_12;2021-03-19 17:36:27;24.37;12061.84;12
chauffage_kWh_3_12;2021-03-20 17:36:27;26.57;12088.41;12
chauffage_kWh_3_12;2021-03-21 17:36:27;11.39;12099.8;13
chauffage_kWh_3_12;2021-03-22 17:36:27;12.15;12111.95;13
chauffage_kWh_3_12;2021-03-23 17:36:27;11.45;12123.4;13
chauffage_kWh_3_12;2021-03-24 17:36:27;23.9;12147.3;13
chauffage_kWh_3_12;2021-03-25 17:36:27;13.76;12161.06;13
chauffage_kWh_3_12;2021-03-26 17:36:27;25.54;12186.6;13
chauffage_kWh_3_12;2021-03-27 17:36:27;24.72;12211.32;13
chauffage_kWh_3_12;2021-03-28 17:36:27;29.94;12241.26;14
chauffage_kWh_3_12;2021-03-29 17:36:27;11.34;12252.6;14
chauffage_kWh_3_12;2021-03-30 17:36:27;29.46;12282.06;14
chauffage_kWh_3_12;2021-03-31 17:36:27;27.52;12309.58;14
eau_froide_m3_3_12;2021-03-17 17:36:27;18.5;18392.5;12
eau_froide_m3_3_12;2021-03-18 17:36:27;21.93;18414.43;12
eau_froide_m3_3_12;2021-03-19 17:36:27;18.72;18433.15;12
eau_froide_m3_3_12;2021-03-20 17:36:27;24.83;18457.98;12
eau_froide_m3_3_12;2021-03-21 17:36:27;25.61;18483.59;13
eau_froide_m3_3_12;2021-03-22 17:36:27;27.41;18511;13
eau_froide_m3_3_12;2021-03-23 17:36:27;29.97;18540.97;13
eau_froide_m3_3_12;2021-03-24 17:36:27;19.71;18560.68;13
eau_froide_m3_3_12;2021-03-25 17:36:27;25.43;18586.11;13
eau_froide_m3_3_12;2021-03-26 17:36:27;23.98;18610.09;13
eau_froide_m3_3_12;2021-03-27 17:36:27;26.67;18636.76;13
eau_froide_m3_3_12;2021-03-28 17:36:27;13.43;18650.19;14
eau_froide_m3_3_12;2021-03-29 17:36:27;24.14;18674.33;14
eau_froide_m3_3_12;2021-03-30 17:36:27;23.98;18698.31;14
eau_froide_m3_3_12;2021-03-31 17:36:27;26.46;18724.77;14
ECS_kWh_3_13;2021-03-17 17:36:27;28.61;15028.61;12
ECS_kWh_3_13;2021-03-18 17:36:27;24.1;15052.71;12
ECS_kWh_3_13;2021-03-19 17:36:27;29.95;15082.66;12
ECS_kWh_3_13;2021-03-20 17:36:27;22.08;15104.74;12
ECS_kWh_3_13;2021-03-21 17:36:27;22.67;15127.41;13
ECS_kWh_3_13;2021-03-22 17:36:27;24.54;15151.95;13
ECS_kWh_3_13;2021-03-23 17:36:27;21.52;15173.47;13
ECS_kWh_3_13;2021-03-24 17:36:27;27.5;15200.97;13
ECS_kWh_3_13;2021-03-25 17:36:27;13.75;15214.72;13
ECS_kWh_3_13;2021-03-26 17:36:27;10.01;15224.73;13
ECS_kWh_3_13;2021-03-27 17:36:27;17.68;15242.41;13
ECS_kWh_3_13;2021-03-28 17:36:27;19.46;15261.87;14
ECS_kWh_3_13;2021-03-29 17:36:27;27.65;15289.52;14
ECS_kWh_3_13;2021-03-30 17:36:27;21.32;15310.84;14
ECS_kWh_3_13;2021-03-31 17:36:27;13.06;15323.9;14
chauffage_kWh_3_13;2021-03-17 17:36:27;18.76;12018.76;12
chauffage_kWh_3_13;2021-03-18 17:36:27;12.29;12031.05;12
chauffage_kWh_3_13;2021-03-19 17:36:27;21.76;12052.81;12
chauffage_kWh_3_13;2021-03-20 17:36:27;15.09;12067.9;12
chauffage_kWh_3_13;2021-03-21 17:36:27;24.2;12092.1;13
chauffage_kWh_3_13;2021-03-22 17:36:27;14.54;12106.64;13
chauffage_kWh_3_13;2021-03-23 17:36:27;21.65;12128.29;13
chauffage_kWh_3_13;2021-03-24 17:36:27;20.23;12148.52;13
chauffage_kWh_3_13;2021-03-25 17:36:27;18.53;12167.05;13
chauffage_kWh_3_13;2021-03-26 17:36:27;26.32;12193.37;13
chauffage_kWh_3_13;2021-03-27 17:36:27;23.26;12216.63;13
chauffage_kWh_3_13;2021-03-28 17:36:27;29.81;12246.44;14
chauffage_kWh_3_13;2021-03-29 17:36:27;17.42;12263.86;14
chauffage_kWh_3_13;2021-03-30 17:36:27;17.84;12281.7;14
chauffage_kWh_3_13;2021-03-31 17:36:27;24;12305.7;14
eau_froide_m3_3_13;2021-03-17 17:36:27;27.78;18401.78;12
eau_froide_m3_3_13;2021-03-18 17:36:27;18.45;18420.23;12
eau_froide_m3_3_13;2021-03-19 17:36:27;18.85;18439.08;12
eau_froide_m3_3_13;2021-03-20 17:36:27;13.15;18452.23;12
eau_froide_m3_3_13;2021-03-21 17:36:27;26.52;18478.75;13
eau_froide_m3_3_13;2021-03-22 17:36:27;28.07;18506.82;13
eau_froide_m3_3_13;2021-03-23 17:36:27;14.65;18521.47;13
eau_froide_m3_3_13;2021-03-24 17:36:27;24.85;18546.32;13
eau_froide_m3_3_13;2021-03-25 17:36:27;11.62;18557.94;13
eau_froide_m3_3_13;2021-03-26 17:36:27;28.32;18586.26;13
eau_froide_m3_3_13;2021-03-27 17:36:27;18.6;18604.86;13
eau_froide_m3_3_13;2021-03-28 17:36:27;16.03;18620.89;14
eau_froide_m3_3_13;2021-03-29 17:36:27;29.74;18650.63;14
eau_froide_m3_3_13;2021-03-30 17:36:27;17.9;18668.53;14
eau_froide_m3_3_13;2021-03-31 17:36:27;12.1;18680.63;14
ECS_kWh_3_14;2021-03-17 17:36:27;15.83;15015.83;12
ECS_kWh_3_14;2021-03-18 17:36:27;14.18;15030.01;12
ECS_kWh_3_14;2021-03-19 17:36:27;24.69;15054.7;12
ECS_kWh_3_14;2021-03-20 17:36:27;28.27;15082.97;12
ECS_kWh_3_14;2021-03-21 17:36:27;10.87;15093.84;13
ECS_kWh_3_14;2021-03-22 17:36:27;20.97;15114.81;13
ECS_kWh_3_14;2021-03-23 17:36:27;23.01;15137.82;13
ECS_kWh_3_14;2021-03-24 17:36:27;20.22;15158.04;13
ECS_kWh_3_14;2021-03-25 17:36:27;14.84;15172.88;13
ECS_kWh_3_14;2021-03-26 17:36:27;21.93;15194.81;13
ECS_kWh_3_14;2021-03-27 17:36:27;17.42;15212.23;13
ECS_kWh_3_14;2021-03-28 17:36:27;11.39;15223.62;14
ECS_kWh_3_14;2021-03-29 17:36:27;22.14;15245.76;14
ECS_kWh_3_14;2021-03-30 17:36:27;14.91;15260.67;14
ECS_kWh_3_14;2021-03-31 17:36:27;11.09;15271.76;14
chauffage_kWh_3_14;2021-03-17 17:36:27;28.19;12028.19;12
chauffage_kWh_3_14;2021-03-18 17:36:27;26.79;12054.98;12
chauffage_kWh_3_14;2021-03-19 17:36:27;25.75;12080.73;12
chauffage_kWh_3_14;2021-03-20 17:36:27;15.04;12095.77;12
chauffage_kWh_3_14;2021-03-21 17:36:27;27.04;12122.81;13
chauffage_kWh_3_14;2021-03-22 17:36:27;12.58;12135.39;13
chauffage_kWh_3_14;2021-03-23 17:36:27;29.96;12165.35;13
chauffage_kWh_3_14;2021-03-24 17:36:27;11.22;12176.57;13
chauffage_kWh_3_14;2021-03-25 17:36:27;21.01;12197.58;13
chauffage_kWh_3_14;2021-03-26 17:36:27;16.63;12214.21;13
chauffage_kWh_3_14;2021-03-27 17:36:27;21.94;12236.15;13
chauffage_kWh_3_14;2021-03-28 17:36:27;21.66;12257.81;14
chauffage_kWh_3_14;2021-03-29 17:36:27;19.02;12276.83;14
chauffage_kWh_3_14;2021-03-30 17:36:27;14.13;12290.96;14
chauffage_kWh_3_14;2021-03-31 17:36:27;16.04;12307;14
eau_froide_m3_3_14;2021-03-17 17:36:27;26.96;18400.96;12
eau_froide_m3_3_14;2021-03-18 17:36:27;12.31;18413.27;12
eau_froide_m3_3_14;2021-03-19 17:36:27;16.83;18430.1;12
eau_froide_m3_3_14;2021-03-20 17:36:27;16.67;18446.77;12
eau_froide_m3_3_14;2021-03-21 17:36:27;11.59;18458.36;13
eau_froide_m3_3_14;2021-03-22 17:36:27;10.27;18468.63;13
eau_froide_m3_3_14;2021-03-23 17:36:27;27.8;18496.43;13
eau_froide_m3_3_14;2021-03-24 17:36:27;22.28;18518.71;13
eau_froide_m3_3_14;2021-03-25 17:36:27;24.31;18543.02;13
eau_froide_m3_3_14;2021-03-26 17:36:27;16.45;18559.47;13
eau_froide_m3_3_14;2021-03-27 17:36:27;26.36;18585.83;13
eau_froide_m3_3_14;2021-03-28 17:36:27;19.06;18604.89;14
eau_froide_m3_3_14;2021-03-29 17:36:27;10.36;18615.25;14
eau_froide_m3_3_14;2021-03-30 17:36:27;19.74;18634.99;14
eau_froide_m3_3_14;2021-03-31 17:36:27;22.39;18657.38;14
ECS_kWh_3_15;2021-03-17 17:36:27;29.88;15029.88;12
ECS_kWh_3_15;2021-03-18 17:36:27;28.64;15058.52;12
ECS_kWh_3_15;2021-03-19 17:36:27;17.72;15076.24;12
ECS_kWh_3_15;2021-03-20 17:36:27;29.29;15105.53;12
ECS_kWh_3_15;2021-03-21 17:36:27;23.58;15129.11;13
ECS_kWh_3_15;2021-03-22 17:36:27;19.2;15148.31;13
ECS_kWh_3_15;2021-03-23 17:36:27;28.17;15176.48;13
ECS_kWh_3_15;2021-03-24 17:36:27;22.38;15198.86;13
ECS_kWh_3_15;2021-03-25 17:36:27;18.99;15217.85;13
ECS_kWh_3_15;2021-03-26 17:36:27;13.61;15231.46;13
ECS_kWh_3_15;2021-03-27 17:36:27;19.99;15251.45;13
ECS_kWh_3_15;2021-03-28 17:36:27;18.89;15270.34;14
ECS_kWh_3_15;2021-03-29 17:36:27;14.6;15284.94;14
ECS_kWh_3_15;2021-03-30 17:36:27;16.16;15301.1;14
ECS_kWh_3_15;2021-03-31 17:36:27;23.53;15324.63;14
chauffage_kWh_3_15;2021-03-17 17:36:27;20.96;12020.96;12
chauffage_kWh_3_15;2021-03-18 17:36:27;23.02;12043.98;12
chauffage_kWh_3_15;2021-03-19 17:36:27;15.62;12059.6;12
chauffage_kWh_3_15;2021-03-20 17:36:27;17.17;12076.77;12
chauffage_kWh_3_15;2021-03-21 17:36:27;24.01;12100.78;13
chauffage_kWh_3_15;2021-03-22 17:36:27;27.03;12127.81;13
chauffage_kWh_3_15;2021-03-23 17:36:27;15.59;12143.4;13
chauffage_kWh_3_15;2021-03-24 17:36:27;29.01;12172.41;13
chauffage_kWh_3_15;2021-03-25 17:36:27;14.65;12187.06;13
chauffage_kWh_3_15;2021-03-26 17:36:27;28.6;12215.66;13
chauffage_kWh_3_15;2021-03-27 17:36:27;24.64;12240.3;13
chauffage_kWh_3_15;2021-03-28 17:36:27;18.55;12258.85;14
chauffage_kWh_3_15;2021-03-29 17:36:27;29.21;12288.06;14
chauffage_kWh_3_15;2021-03-30 17:36:27;24.38;12312.44;14
chauffage_kWh_3_15;2021-03-31 17:36:27;15.92;12328.36;14
eau_froide_m3_3_15;2021-03-17 17:36:27;25.34;18399.34;12
eau_froide_m3_3_15;2021-03-18 17:36:27;20.46;18419.8;12
eau_froide_m3_3_15;2021-03-19 17:36:27;28.5;18448.3;12
eau_froide_m3_3_15;2021-03-20 17:36:27;13.81;18462.11;12
eau_froide_m3_3_15;2021-03-21 17:36:27;14.32;18476.43;13
eau_froide_m3_3_15;2021-03-22 17:36:27;18.38;18494.81;13
eau_froide_m3_3_15;2021-03-23 17:36:27;14.96;18509.77;13
eau_froide_m3_3_15;2021-03-24 17:36:27;19.15;18528.92;13
eau_froide_m3_3_15;2021-03-25 17:36:27;13.48;18542.4;13
eau_froide_m3_3_15;2021-03-26 17:36:27;28.87;18571.27;13
eau_froide_m3_3_15;2021-03-27 17:36:27;22.98;18594.25;13
eau_froide_m3_3_15;2021-03-28 17:36:27;22.19;18616.44;14
eau_froide_m3_3_15;2021-03-29 17:36:27;12.57;18629.01;14
eau_froide_m3_3_15;2021-03-30 17:36:27;26.93;18655.94;14
eau_froide_m3_3_15;2021-03-31 17:36:27;14.81;18670.75;14
ECS_kWh_3_16;2021-03-17 17:36:27;10.91;15010.91;12
ECS_kWh_3_16;2021-03-18 17:36:27;18.06;15028.97;12
ECS_kWh_3_16;2021-03-19 17:36:27;18.71;15047.68;12
ECS_kWh_3_16;2021-03-20 17:36:27;26.54;15074.22;12
ECS_kWh_3_16;2021-03-21 17:36:27;22.85;15097.07;13
ECS_kWh_3_16;2021-03-22 17:36:27;28.57;15125.64;13
ECS_kWh_3_16;2021-03-23 17:36:27;23.05;15148.69;13
ECS_kWh_3_16;2021-03-24 17:36:27;23.2;15171.89;13
ECS_kWh_3_16;2021-03-25 17:36:27;14.71;15186.6;13
ECS_kWh_3_16;2021-03-26 17:36:27;28.42;15215.02;13
ECS_kWh_3_16;2021-03-27 17:36:27;21.17;15236.19;13
ECS_kWh_3_16;2021-03-28 17:36:27;20.51;15256.7;14
ECS_kWh_3_16;2021-03-29 17:36:27;24.45;15281.15;14
ECS_kWh_3_16;2021-03-30 17:36:27;17.6;15298.75;14
ECS_kWh_3_16;2021-03-31 17:36:27;13.77;15312.52;14
chauffage_kWh_3_16;2021-03-17 17:36:27;14.18;12014.18;12
chauffage_kWh_3_16;2021-03-18 17:36:27;29.7;12043.88;12
chauffage_kWh_3_16;2021-03-19 17:36:27;21;12064.88;12
chauffage_kWh_3_16;2021-03-20 17:36:27;14.94;12079.82;12
chauffage_kWh_3_16;2021-03-21 17:36:27;10.66;12090.48;13
chauffage_kWh_3_16;2021-03-22 17:36:27;15.62;12106.1;13
chauffage_kWh_3_16;2021-03-23 17:36:27;27.59;12133.69;13
chauffage_kWh_3_16;2021-03-24 17:36:27;15.17;12148.86;13
chauffage_kWh_3_16;2021-03-25 17:36:27;28.24;12177.1;13
chauffage_kWh_3_16;2021-03-26 17:36:27;17.51;12194.61;13
chauffage_kWh_3_16;2021-03-27 17:36:27;21.34;12215.95;13
chauffage_kWh_3_16;2021-03-28 17:36:27;12.4;12228.35;14
chauffage_kWh_3_16;2021-03-29 17:36:27;20.39;12248.74;14
chauffage_kWh_3_16;2021-03-30 17:36:27;14.01;12262.75;14
chauffage_kWh_3_16;2021-03-31 17:36:27;19.2;12281.95;14
eau_froide_m3_3_16;2021-03-17 17:36:27;18.23;18392.23;12
eau_froide_m3_3_16;2021-03-18 17:36:27;10.81;18403.04;12
eau_froide_m3_3_16;2021-03-19 17:36:27;29.07;18432.11;12
eau_froide_m3_3_16;2021-03-20 17:36:27;13.53;18445.64;12
eau_froide_m3_3_16;2021-03-21 17:36:27;13.68;18459.32;13
eau_froide_m3_3_16;2021-03-22 17:36:27;14.01;18473.33;13
eau_froide_m3_3_16;2021-03-23 17:36:27;10.94;18484.27;13
eau_froide_m3_3_16;2021-03-24 17:36:27;11.62;18495.89;13
eau_froide_m3_3_16;2021-03-25 17:36:27;16.53;18512.42;13
eau_froide_m3_3_16;2021-03-26 17:36:27;21.47;18533.89;13
eau_froide_m3_3_16;2021-03-27 17:36:27;19.55;18553.44;13
eau_froide_m3_3_16;2021-03-28 17:36:27;17.68;18571.12;14
eau_froide_m3_3_16;2021-03-29 17:36:27;21.72;18592.84;14
eau_froide_m3_3_16;2021-03-30 17:36:27;23.15;18615.99;14
eau_froide_m3_3_16;2021-03-31 17:36:27;12.61;18628.6;14
ECS_kWh_3_17;2021-03-17 17:36:27;11.71;15011.71;12
ECS_kWh_3_17;2021-03-18 17:36:27;15.71;15027.42;12
ECS_kWh_3_17;2021-03-19 17:36:27;12.53;15039.95;12
ECS_kWh_3_17;2021-03-20 17:36:27;13.09;15053.04;12
ECS_kWh_3_17;2021-03-21 17:36:27;28.32;15081.36;13
ECS_kWh_3_17;2021-03-22 17:36:27;25.84;15107.2;13
ECS_kWh_3_17;2021-03-23 17:36:27;14.3;15121.5;13
ECS_kWh_3_17;2021-03-24 17:36:27;10.24;15131.74;13
ECS_kWh_3_17;2021-03-25 17:36:27;14.58;15146.32;13
ECS_kWh_3_17;2021-03-26 17:36:27;17.73;15164.05;13
ECS_kWh_3_17;2021-03-27 17:36:27;11.06;15175.11;13
ECS_kWh_3_17;2021-03-28 17:36:27;22.53;15197.64;14
ECS_kWh_3_17;2021-03-29 17:36:27;25.7;15223.34;14
ECS_kWh_3_17;2021-03-30 17:36:27;16.26;15239.6;14
ECS_kWh_3_17;2021-03-31 17:36:27;12.21;15251.81;14
chauffage_kWh_3_17;2021-03-17 17:36:27;28.5;12028.5;12
chauffage_kWh_3_17;2021-03-18 17:36:27;17.46;12045.96;12
chauffage_kWh_3_17;2021-03-19 17:36:27;23.33;12069.29;12
chauffage_kWh_3_17;2021-03-20 17:36:27;13.1;12082.39;12
chauffage_kWh_3_17;2021-03-21 17:36:27;22.51;12104.9;13
chauffage_kWh_3_17;2021-03-22 17:36:27;26.93;12131.83;13
chauffage_kWh_3_17;2021-03-23 17:36:27;20.02;12151.85;13
chauffage_kWh_3_17;2021-03-24 17:36:27;11.56;12163.41;13
chauffage_kWh_3_17;2021-03-25 17:36:27;19.29;12182.7;13
chauffage_kWh_3_17;2021-03-26 17:36:27;19.1;12201.8;13
chauffage_kWh_3_17;2021-03-27 17:36:27;12.18;12213.98;13
chauffage_kWh_3_17;2021-03-28 17:36:27;16.23;12230.21;14
chauffage_kWh_3_17;2021-03-29 17:36:27;10.6;12240.81;14
chauffage_kWh_3_17;2021-03-30 17:36:27;28.05;12268.86;14
chauffage_kWh_3_17;2021-03-31 17:36:27;21.77;12290.63;14
eau_froide_m3_3_17;2021-03-17 17:36:27;28.63;18402.63;12
eau_froide_m3_3_17;2021-03-18 17:36:27;14.47;18417.1;12
eau_froide_m3_3_17;2021-03-19 17:36:27;19.64;18436.74;12
eau_froide_m3_3_17;2021-03-20 17:36:27;27.47;18464.21;12
eau_froide_m3_3_17;2021-03-21 17:36:27;29.01;18493.22;13
eau_froide_m3_3_17;2021-03-22 17:36:27;15.36;18508.58;13
eau_froide_m3_3_17;2021-03-23 17:36:27;22.74;18531.32;13
eau_froide_m3_3_17;2021-03-24 17:36:27;11.98;18543.3;13
eau_froide_m3_3_17;2021-03-25 17:36:27;27.77;18571.07;13
eau_froide_m3_3_17;2021-03-26 17:36:27;13.33;18584.4;13
eau_froide_m3_3_17;2021-03-27 17:36:27;23.88;18608.28;13
eau_froide_m3_3_17;2021-03-28 17:36:27;19.8;18628.08;14
eau_froide_m3_3_17;2021-03-29 17:36:27;11.72;18639.8;14
eau_froide_m3_3_17;2021-03-30 17:36:27;13.96;18653.76;14
eau_froide_m3_3_17;2021-03-31 17:36:27;20.49;18674.25;14
ECS_kWh_3_18;2021-03-17 17:36:27;23.81;15023.81;12
ECS_kWh_3_18;2021-03-18 17:36:27;28.89;15052.7;12
ECS_kWh_3_18;2021-03-19 17:36:27;12.45;15065.15;12
ECS_kWh_3_18;2021-03-20 17:36:27;15.84;15080.99;12
ECS_kWh_3_18;2021-03-21 17:36:27;14.31;15095.3;13
ECS_kWh_3_18;2021-03-22 17:36:27;15.97;15111.27;13
ECS_kWh_3_18;2021-03-23 17:36:27;26.3;15137.57;13
ECS_kWh_3_18;2021-03-24 17:36:27;19.87;15157.44;13
ECS_kWh_3_18;2021-03-25 17:36:27;21.76;15179.2;13
ECS_kWh_3_18;2021-03-26 17:36:27;26.38;15205.58;13
ECS_kWh_3_18;2021-03-27 17:36:27;19.81;15225.39;13
ECS_kWh_3_18;2021-03-28 17:36:27;12.08;15237.47;14
ECS_kWh_3_18;2021-03-29 17:36:27;22.49;15259.96;14
ECS_kWh_3_18;2021-03-30 17:36:27;21.42;15281.38;14
ECS_kWh_3_18;2021-03-31 17:36:27;12.08;15293.46;14
chauffage_kWh_3_18;2021-03-17 17:36:27;14.29;12014.29;12
chauffage_kWh_3_18;2021-03-18 17:36:27;29.99;12044.28;12
chauffage_kWh_3_18;2021-03-19 17:36:27;26.65;12070.93;12
chauffage_kWh_3_18;2021-03-20 17:36:27;10.76;12081.69;12
chauffage_kWh_3_18;2021-03-21 17:36:27;21.99;12103.68;13
chauffage_kWh_3_18;2021-03-22 17:36:27;14.68;12118.36;13
chauffage_kWh_3_18;2021-03-23 17:36:27;23.98;12142.34;13
chauffage_kWh_3_18;2021-03-24 17:36:27;16.38;12158.72;13
chauffage_kWh_3_18;2021-03-25 17:36:27;22.37;12181.09;13
chauffage_kWh_3_18;2021-03-26 17:36:27;25.6;12206.69;13
chauffage_kWh_3_18;2021-03-27 17:36:27;16.9;12223.59;13
chauffage_kWh_3_18;2021-03-28 17:36:27;15.47;12239.06;14
chauffage_kWh_3_18;2021-03-29 17:36:27;25.72;12264.78;14
chauffage_kWh_3_18;2021-03-30 17:36:27;20.05;12284.83;14
chauffage_kWh_3_18;2021-03-31 17:36:27;23.24;12308.07;14
eau_froide_m3_3_18;2021-03-17 17:36:27;18.42;18392.42;12
eau_froide_m3_3_18;2021-03-18 17:36:27;19.6;18412.02;12
eau_froide_m3_3_18;2021-03-19 17:36:27;11.09;18423.11;12
eau_froide_m3_3_18;2021-03-20 17:36:27;10.9;18434.01;12
eau_froide_m3_3_18;2021-03-21 17:36:27;25.22;18459.23;13
eau_froide_m3_3_18;2021-03-22 17:36:27;10.63;18469.86;13
eau_froide_m3_3_18;2021-03-23 17:36:27;26.8;18496.66;13
eau_froide_m3_3_18;2021-03-24 17:36:27;18.99;18515.65;13
eau_froide_m3_3_18;2021-03-25 17:36:27;28.74;18544.39;13
eau_froide_m3_3_18;2021-03-26 17:36:27;26.93;18571.32;13
eau_froide_m3_3_18;2021-03-27 17:36:27;15.36;18586.68;13
eau_froide_m3_3_18;2021-03-28 17:36:27;10.17;18596.85;14
eau_froide_m3_3_18;2021-03-29 17:36:27;12.28;18609.13;14
eau_froide_m3_3_18;2021-03-30 17:36:27;29.24;18638.37;14
eau_froide_m3_3_18;2021-03-31 17:36:27;26.84;18665.21;14
ECS_kWh_3_20;2021-03-17 17:36:27;17.38;15017.38;12
ECS_kWh_3_20;2021-03-18 17:36:27;21.95;15039.33;12
ECS_kWh_3_20;2021-03-19 17:36:27;14.03;15053.36;12
ECS_kWh_3_20;2021-03-20 17:36:27;20.96;15074.32;12
ECS_kWh_3_20;2021-03-21 17:36:27;17.16;15091.48;13
ECS_kWh_3_20;2021-03-22 17:36:27;25.28;15116.76;13
ECS_kWh_3_20;2021-03-23 17:36:27;29.39;15146.15;13
ECS_kWh_3_20;2021-03-24 17:36:27;20.69;15166.84;13
ECS_kWh_3_20;2021-03-25 17:36:27;17.04;15183.88;13
ECS_kWh_3_20;2021-03-26 17:36:27;10.57;15194.45;13
ECS_kWh_3_20;2021-03-27 17:36:27;10.55;15205;13
ECS_kWh_3_20;2021-03-28 17:36:27;11.16;15216.16;14
ECS_kWh_3_20;2021-03-29 17:36:27;25.39;15241.55;14
ECS_kWh_3_20;2021-03-30 17:36:27;16.25;15257.8;14
ECS_kWh_3_20;2021-03-31 17:36:27;29.44;15287.24;14
chauffage_kWh_3_20;2021-03-17 17:36:27;18.83;12018.83;12
chauffage_kWh_3_20;2021-03-18 17:36:27;19.89;12038.72;12
chauffage_kWh_3_20;2021-03-19 17:36:27;25.46;12064.18;12
chauffage_kWh_3_20;2021-03-20 17:36:27;20.3;12084.48;12
chauffage_kWh_3_20;2021-03-21 17:36:27;10.15;12094.63;13
chauffage_kWh_3_20;2021-03-22 17:36:27;13.88;12108.51;13
chauffage_kWh_3_20;2021-03-23 17:36:27;22.67;12131.18;13
chauffage_kWh_3_20;2021-03-24 17:36:27;25.01;12156.19;13
chauffage_kWh_3_20;2021-03-25 17:36:27;21.79;12177.98;13
chauffage_kWh_3_20;2021-03-26 17:36:27;21.52;12199.5;13
chauffage_kWh_3_20;2021-03-27 17:36:27;24.17;12223.67;13
chauffage_kWh_3_20;2021-03-28 17:36:27;29.92;12253.59;14
chauffage_kWh_3_20;2021-03-29 17:36:27;18.79;12272.38;14
chauffage_kWh_3_20;2021-03-30 17:36:27;22.4;12294.78;14
chauffage_kWh_3_20;2021-03-31 17:36:27;16.79;12311.57;14
eau_froide_m3_3_20;2021-03-17 17:36:27;17.92;18391.92;12
eau_froide_m3_3_20;2021-03-18 17:36:27;17.03;18408.95;12
eau_froide_m3_3_20;2021-03-19 17:36:27;18.45;18427.4;12
eau_froide_m3_3_20;2021-03-20 17:36:27;19.39;18446.79;12
eau_froide_m3_3_20;2021-03-21 17:36:27;13.58;18460.37;13
eau_froide_m3_3_20;2021-03-22 17:36:27;23.07;18483.44;13
eau_froide_m3_3_20;2021-03-23 17:36:27;22.63;18506.07;13
eau_froide_m3_3_20;2021-03-24 17:36:27;27.76;18533.83;13
eau_froide_m3_3_20;2021-03-25 17:36:27;11.96;18545.79;13
eau_froide_m3_3_20;2021-03-26 17:36:27;19.51;18565.3;13
eau_froide_m3_3_20;2021-03-27 17:36:27;28.12;18593.42;13
eau_froide_m3_3_20;2021-03-28 17:36:27;18.67;18612.09;14
